source_row,weapon,expanded_perks,notes,raw_perk_columns_json,parsed_perk_columns_json
27,突进,槽化枪管 / 合金弹匣 / 治疗弹匣 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 合金弹匣 / 顺畅换弹 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 合金弹匣 / 顺畅换弹 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 合金弹匣 / 顺畅换弹 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 合金弹匣 / 集体拳击 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 合金弹匣 / 集体拳击 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,槽化枪管 / 合金弹匣 / 集体拳击 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 治疗弹匣 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 治疗弹匣 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 顺畅换弹 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 顺畅换弹 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 顺畅换弹 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 集体拳击 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 集体拳击 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 广口弹匣 / 集体拳击 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 治疗弹匣 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 治疗弹匣 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 治疗弹匣 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 顺畅换弹 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 顺畅换弹 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 顺畅换弹 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 集体拳击 / 辉耀炽热,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 集体拳击 / 燃烧野心,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
27,突进,箭头制退器 / 合金弹匣 / 集体拳击 / 武器大师,Tier S | Rank 3 | 日心QSc的升级版，起源更好且perk更多样,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""治疗弹匣\n顺畅换弹\n集体拳击"", ""Perk 2"": ""辉耀炽热\n燃烧野心\n武器大师""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""治疗弹匣"", ""顺畅换弹"", ""集体拳击""], ""Perk 2"": [""辉耀炽热"", ""燃烧野心"", ""武器大师""]}"
28,袖珍卫士,槽化枪管 / 轻型散热器 / 失衡弹药 / 冲击支撑,Tier S | Rank 4 | 动态框架配最佳虚空组合,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""轻型散热器\n超频散热器"", ""Perk 1"": ""失衡弹药"", ""Perk 2"": ""冲击支撑\n狂乱""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""轻型散热器"", ""超频散热器""], ""Perk 1"": [""失衡弹药""], ""Perk 2"": [""冲击支撑"", ""狂乱""]}"
28,袖珍卫士,槽化枪管 / 轻型散热器 / 失衡弹药 / 狂乱,Tier S | Rank 4 | 动态框架配最佳虚空组合,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""轻型散热器\n超频散热器"", ""Perk 1"": ""失衡弹药"", ""Perk 2"": ""冲击支撑\n狂乱""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""轻型散热器"", ""超频散热器""], ""Perk 1"": [""失衡弹药""], ""Perk 2"": [""冲击支撑"", ""狂乱""]}"
28,袖珍卫士,槽化枪管 / 超频散热器 / 失衡弹药 / 冲击支撑,Tier S | Rank 4 | 动态框架配最佳虚空组合,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""轻型散热器\n超频散热器"", ""Perk 1"": ""失衡弹药"", ""Perk 2"": ""冲击支撑\n狂乱""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""轻型散热器"", ""超频散热器""], ""Perk 1"": [""失衡弹药""], ""Perk 2"": [""冲击支撑"", ""狂乱""]}"
28,袖珍卫士,槽化枪管 / 超频散热器 / 失衡弹药 / 狂乱,Tier S | Rank 4 | 动态框架配最佳虚空组合,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""轻型散热器\n超频散热器"", ""Perk 1"": ""失衡弹药"", ""Perk 2"": ""冲击支撑\n狂乱""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""轻型散热器"", ""超频散热器""], ""Perk 1"": [""失衡弹药""], ""Perk 2"": [""冲击支撑"", ""狂乱""]}"
28,袖珍卫士,箭头制退器 / 轻型散热器 / 失衡弹药 / 冲击支撑,Tier S | Rank 4 | 动态框架配最佳虚空组合,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""轻型散热器\n超频散热器"", ""Perk 1"": ""失衡弹药"", ""Perk 2"": ""冲击支撑\n狂乱""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""轻型散热器"", ""超频散热器""], ""Perk 1"": [""失衡弹药""], ""Perk 2"": [""冲击支撑"", ""狂乱""]}"
28,袖珍卫士,箭头制退器 / 轻型散热器 / 失衡弹药 / 狂乱,Tier S | Rank 4 | 动态框架配最佳虚空组合,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""轻型散热器\n超频散热器"", ""Perk 1"": ""失衡弹药"", ""Perk 2"": ""冲击支撑\n狂乱""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""轻型散热器"", ""超频散热器""], ""Perk 1"": [""失衡弹药""], ""Perk 2"": [""冲击支撑"", ""狂乱""]}"
28,袖珍卫士,箭头制退器 / 超频散热器 / 失衡弹药 / 冲击支撑,Tier S | Rank 4 | 动态框架配最佳虚空组合,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""轻型散热器\n超频散热器"", ""Perk 1"": ""失衡弹药"", ""Perk 2"": ""冲击支撑\n狂乱""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""轻型散热器"", ""超频散热器""], ""Perk 1"": [""失衡弹药""], ""Perk 2"": [""冲击支撑"", ""狂乱""]}"
28,袖珍卫士,箭头制退器 / 超频散热器 / 失衡弹药 / 狂乱,Tier S | Rank 4 | 动态框架配最佳虚空组合,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""轻型散热器\n超频散热器"", ""Perk 1"": ""失衡弹药"", ""Perk 2"": ""冲击支撑\n狂乱""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""轻型散热器"", ""超频散热器""], ""Perk 1"": [""失衡弹药""], ""Perk 2"": [""冲击支撑"", ""狂乱""]}"
29,黄铜攻击,槽化枪管 / 广口弹匣 / 冲击支撑 / 失衡弹药,Tier S | Rank 5 | 这把手枪几乎没有什么可改进的,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""冲击支撑\n即兴弹药"", ""Perk 2"": ""失衡弹药\n瓦解""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""冲击支撑"", ""即兴弹药""], ""Perk 2"": [""失衡弹药"", ""瓦解""]}"
29,黄铜攻击,槽化枪管 / 广口弹匣 / 冲击支撑 / 瓦解,Tier S | Rank 5 | 这把手枪几乎没有什么可改进的,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""冲击支撑\n即兴弹药"", ""Perk 2"": ""失衡弹药\n瓦解""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""冲击支撑"", ""即兴弹药""], ""Perk 2"": [""失衡弹药"", ""瓦解""]}"
29,黄铜攻击,槽化枪管 / 广口弹匣 / 即兴弹药 / 失衡弹药,Tier S | Rank 5 | 这把手枪几乎没有什么可改进的,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""冲击支撑\n即兴弹药"", ""Perk 2"": ""失衡弹药\n瓦解""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""冲击支撑"", ""即兴弹药""], ""Perk 2"": [""失衡弹药"", ""瓦解""]}"
29,黄铜攻击,槽化枪管 / 广口弹匣 / 即兴弹药 / 瓦解,Tier S | Rank 5 | 这把手枪几乎没有什么可改进的,"{""Perk"": ""槽化枪管\n箭头制退器"", ""Perk__2"": ""广口弹匣\n合金弹匣"", ""Perk 1"": ""冲击支撑\n即兴弹药"", ""Perk 2"": ""失衡弹药\n瓦解""}","{""Perk"": [""槽化枪管"", ""箭头制退器""], ""Perk__2"": [""广口弹匣"", ""合金弹匣""], ""Perk 1"": [""冲击支撑"", ""即兴弹药""], ""Perk 2"": [""失衡弹药"", ""瓦解""]}"
